Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
05-11-2016,Emily Phan,Texas,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.66,7,-225.1
05-11-2016,Emily Phan,Texas,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.59,3,-20.14
05-11-2016,Emily Phan,Texas,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,171.96,5,45.14
05-11-2016,Michelle Arnett,Indiana,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,104.9,5,50.35
05-11-2016,Michelle Arnett,Indiana,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,16.27
05-11-2016,Michelle Arnett,Indiana,Office Supplies,Labels,Avery 503,51.75,5,24.84
05-11-2016,Joseph Holt,California,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.25,2,19.97
05-11-2016,Evan Bailliet,Texas,Office Supplies,Labels,Avery 490,11.84,1,4.44
05-11-2016,Nora Preis,Washington,Technology,Accessories,Cherry 142-key Programmable Keyboard,479.72,4,52.77
05-11-2016,Logan Haushalter,California,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,72,4,12.96
05-11-2016,Logan Haushalter,California,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.89,2,9.97
05-11-2016,Logan Haushalter,California,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3,77.48
05-11-2016,Liz Willingham,Virginia,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,71.23
05-11-2016,Liz Willingham,Virginia,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,89.97,3,18.89
05-11-2016,Liz Willingham,Virginia,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8,5,75.68
06-11-2016,Lindsay Shagiari,California,Furniture,Chairs,"Global Task Chair, Black",81.42,2,-9.16
06-11-2016,Lindsay Shagiari,California,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,26.24
06-11-2016,Kelly Lampkin,Florida,Furniture,Chairs,High-Back Leather Manager's Chair,207.98,2,-28.6
06-11-2016,Kelly Lampkin,Florida,Office Supplies,Paper,Embossed Ink Jet Note Cards,36.11,2,12.64
06-11-2016,Kelly Lampkin,Florida,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",35.57,2,5.78
06-11-2016,Kelly Lampkin,Florida,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.77,2,31.07
06-11-2016,Irene Maddox,California,Office Supplies,Storage,Eldon Portable Mobile Manager,84.84,3,22.91
07-11-2016,Max Jones,Washington,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,9.69
07-11-2016,Eudokia Martin,California,Office Supplies,Binders,Fellowes Binding Cases,37.44,4,11.7
07-11-2016,Eudokia Martin,California,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.98,4,8.77
07-11-2016,Eudokia Martin,California,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2,3.29
07-11-2016,Eudokia Martin,California,Office Supplies,Labels,Avery 486,14.62,2,6.87
07-11-2016,Claudia Bergmann,California,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,6.22
07-11-2016,Denise Monton,Ohio,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,119.98,3,22.5
07-11-2016,Cindy Chapman,New Jersey,Office Supplies,Fasteners,Rubber Band Ball,14.96,4,0.3
07-11-2016,Penelope Sewall,California,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",12.9,2,6.32
07-11-2016,Michelle Arnett,Wyoming,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.14,4,100.2
07-11-2016,Luke Weiss,New York,Technology,Phones,AT&T SB67148 SynJ,263.96,4,71.27
07-11-2016,Luke Weiss,New York,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97,3,100.79
07-11-2016,Luke Weiss,New York,Office Supplies,Paper,Xerox 23,12.96,2,6.22
07-11-2016,Luke Weiss,New York,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",116.82,3,5.84
07-11-2016,Luke Weiss,New York,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.78,2,89.95
07-11-2016,Michael Chen,Texas,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",44.46,5,-17.78
07-11-2016,Michael Chen,Texas,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",314.09,3,19.63
07-11-2016,Marina Lichtenstein,California,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,163.19
07-11-2016,Lisa DeCherney,California,Office Supplies,Binders,GBC VeloBinder Manual Binding System,57.58,2,20.15
08-11-2016,Claire Gute,Kentucky,Furniture,Bookcases,Bush Somerset Collection Bookcase,261.96,2,41.91
08-11-2016,Claire Gute,Kentucky,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.94,3,219.58
09-11-2016,Philip Fox,California,Technology,Accessories,Logitech Wireless Gaming Headset G930,479.97,3,177.59
10-11-2016,Pamela Coakley,California,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,7,42.07
10-11-2016,Pamela Coakley,California,Office Supplies,Binders,Binding Machine Supplies,70.01,3,24.5
10-11-2016,Chuck Clark,California,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.22,4,4.46
10-11-2016,Chuck Clark,California,Office Supplies,Paper,Xerox 1996,32.4,5,15.55
10-11-2016,Debra Catini,Georgia,Office Supplies,Art,Newell 315,41.86,7,10.47
10-11-2016,Art Foster,Ohio,Office Supplies,Supplies,Staple remover,14.72,5,-3.31
10-11-2016,Art Foster,Ohio,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.98,3,-2.44
10-11-2016,Paul Prost,Ohio,Office Supplies,Labels,Avery File Folder Labels,9.22,4,3.34
10-11-2016,Paul Prost,Ohio,Technology,Phones,Square Credit Card Reader,41.96,7,-9.79
10-11-2016,Paul Prost,Ohio,Office Supplies,Paper,Xerox 1882,89.57,2,32.47
10-11-2016,Paul Prost,Ohio,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",22.25,3,7.51
10-11-2016,Paul Prost,Ohio,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",334.88,4,29.3
10-11-2016,Paul Prost,Ohio,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,148.29,7,29.66
10-11-2016,Paul Prost,Ohio,Office Supplies,Paper,Xerox 1924,4.62,1,1.68
10-11-2016,Paul Prost,Ohio,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",178.92,7,-29.07
10-11-2016,Paul Prost,Ohio,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,69.89,7,-46.59
10-11-2016,Maxwell Schwartz,Texas,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,279.94,7,48.99
10-11-2016,Kalyca Meade,Missouri,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,37.3,2,17.16
10-11-2016,Kalyca Meade,Missouri,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,2,39.34
10-11-2016,Sally Hughsby,New York,Office Supplies,Binders,Canvas Sectional Post Binders,20.37,1,7.38
10-11-2016,Sally Hughsby,New York,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.85,3,16.82
10-11-2016,Arianne Irving,California,Office Supplies,Paper,Embossed Ink Jet Note Cards,67.71,3,32.5
10-11-2016,Arianne Irving,California,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,129.92,4,38.98
10-11-2016,Arianne Irving,California,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",467.46,9,191.66
10-11-2016,Arianne Irving,California,Office Supplies,Paper,Xerox 1933,61.4,5,28.86
10-11-2016,Arianne Irving,California,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,4,187.4
10-11-2016,Arianne Irving,California,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,5.18,3,1.81
10-11-2016,Arianne Irving,California,Office Supplies,Art,Newell 338,14.7,5,3.97
10-11-2016,Ben Ferrer,California,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",9.98,1,2.79
10-11-2016,Rose O'Brian,California,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,29.74,1,4.46
10-11-2016,Seth Vernon,Ohio,Office Supplies,Paper,Xerox 227,31.1,6,10.89
10-11-2016,Aaron Bergman,Oklahoma,Technology,Phones,Samsung Convoy 3,221.98,2,62.15
10-11-2016,Aaron Bergman,Oklahoma,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,2,54.71
10-11-2016,Scott Williamson,New York,Office Supplies,Binders,Presstex Flexible Ring Binders,3.64,1,1.37
10-11-2016,Scott Williamson,New York,Technology,Phones,BlackBerry Q10,881.93,7,220.48
11-11-2016,Bryan Davis,New York,Technology,Accessories,Micropad Numeric Keypads,59.97,3,14.99
11-11-2016,Bryan Davis,New York,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36,1,20.84
11-11-2016,Brenda Bowman,Illinois,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.97,4,1.2
11-11-2016,Brenda Bowman,Illinois,Furniture,Chairs,Global Chrome Stack Chair,47.99,2,-2.06
11-11-2016,Lisa DeCherney,Michigan,Technology,Phones,Digium D40 VoIP phone,257.98,2,74.81
11-11-2016,Berenike Kampe,California,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4,2.23
11-11-2016,Laurel Beltran,Florida,Office Supplies,Binders,Ibico Standard Transparent Covers,9.89,2,-6.92
11-11-2016,Laurel Beltran,Florida,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.54,3,50.37
11-11-2016,Edward Becker,New York,Office Supplies,Storage,Staple magnet,28.14,3,7.88
11-11-2016,Edward Becker,New York,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36,2,6.48
11-11-2016,Edward Becker,New York,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",92.94,3,25.09
11-11-2016,Edward Becker,New York,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",245.65,3,8.19
11-11-2016,Edward Becker,New York,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,55.01,3,17.19
11-11-2016,Edward Becker,New York,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.23,3,11.45
11-11-2016,Liz Pelletier,California,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,10.91
11-11-2016,Liz Pelletier,California,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.15,3,0
11-11-2016,Liz Pelletier,California,Office Supplies,Binders,Avery Poly Binder Pockets,31.5,11,11.03
11-11-2016,Alejandro Savely,Indiana,Furniture,Tables,Balt Solid Wood Round Tables,2678.94,6,241.1
11-11-2016,Sung Chung,Illinois,Office Supplies,Art,Newell 332,14.11,6,1.23
12-11-2016,Maurice Satty,Arizona,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5,-4.6
12-11-2016,Maurice Satty,Arizona,Office Supplies,Binders,Round Ring Binders,4.37,7,-3.35
12-11-2016,Maurice Satty,Arizona,Technology,Accessories,Micropad Numeric Keypads,31.98,2,2
12-11-2016,Frank Hawley,Indiana,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8,129.38
12-11-2016,Frank Hawley,Indiana,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,10.55
12-11-2016,Frank Hawley,Indiana,Office Supplies,Paper,Xerox 1896,19.98,2,8.99
12-11-2016,Frank Hawley,Indiana,Office Supplies,Art,Newell 332,20.58,7,5.56
12-11-2016,Frank Hawley,Indiana,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2,8.69
12-11-2016,Susan Pistek,Ohio,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1474.8,7,-21.07
12-11-2016,Susan Pistek,Ohio,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",110.1,2,33.03
12-11-2016,Susan Pistek,Ohio,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,16.75,6,5.44
12-11-2016,Susan Pistek,Ohio,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.07,9,0
12-11-2016,Susan Pistek,Ohio,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,449.37,2,-12.84
12-11-2016,Dianna Wilson,California,Technology,Phones,Panasonic KX TS3282W Corded phone,203.98,3,25.5
12-11-2016,Dianna Wilson,California,Furniture,Tables,Global Adaptabilities Conference Tables,674.35,3,-8.43
12-11-2016,Stephanie Phelps,Illinois,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",22.75,6,-8.53
13-11-2016,Frank Merwin,Washington,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2,11.45
13-11-2016,Cindy Stewart,North Carolina,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,52.14,7,5.87
13-11-2016,Adrian Shami,Washington,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,1,1.5
13-11-2016,Chuck Clark,Pennsylvania,Office Supplies,Paper,White Computer Printout Paper by Universal,217.06,7,78.68
13-11-2016,Laurel Beltran,Illinois,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.14,2,-4.7
13-11-2016,Cyma Kinney,New York,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,5,20.16
13-11-2016,Cyma Kinney,New York,Office Supplies,Storage,Eldon Simplefile Box Office,24.88,2,6.97
13-11-2016,Cyma Kinney,New York,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,5,39.41
13-11-2016,Cyma Kinney,New York,Office Supplies,Storage,Portable Personal File Box,36.63,3,9.89
13-11-2016,Tom Stivers,Oklahoma,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,4,13.05
13-11-2016,Corinna Mitchell,New York,Technology,Phones,Xiaomi Mi3,2279.96,4,592.79
13-11-2016,Corinna Mitchell,New York,Office Supplies,Labels,Avery 499,14.94,3,6.87
13-11-2016,Philisse Overcash,Washington,Furniture,Furnishings,DAX Solid Wood Frames,19.54,2,7.23
14-11-2016,Allen Armold,Georgia,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,2,115
14-11-2016,Allen Armold,Georgia,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,2.38
14-11-2016,Allen Armold,Georgia,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,3.88
14-11-2016,Ralph Ritter,California,Office Supplies,Labels,Avery 52,7.38,2,3.47
14-11-2016,Kelly Collister,Texas,Office Supplies,Binders,Binder Posts,2.3,2,-3.9
14-11-2016,Maria Bertelson,New York,Furniture,Chairs,Hon GuestStacker Chair,408.01,2,72.53
14-11-2016,Maria Bertelson,New York,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",40.44,3,10.51
14-11-2016,Eugene Barchas,Pennsylvania,Furniture,Chairs,Global Ergonomic Managers Chair,380.06,3,-21.72
14-11-2016,Eugene Barchas,Pennsylvania,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.98,4,180
14-11-2016,Eugene Barchas,Pennsylvania,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",48.58,3,9.72
14-11-2016,Tim Brockman,California,Office Supplies,Art,Newell 35,9.84,3,2.85
14-11-2016,Justin MacKendrick,Delaware,Office Supplies,Paper,Tops Wirebound Message Log Books,16.45,5,7.57
14-11-2016,Justin MacKendrick,Delaware,Furniture,Furnishings,Stacking Trays by OIC,19.92,4,6.57
14-11-2016,Ryan Crowe,Maryland,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",89.97,3,25.19
14-11-2016,Darren Powers,New York,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",13.98,2,3.91
14-11-2016,Darren Powers,New York,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,23.65,1,6.15
15-11-2016,Stewart Carmichael,California,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,40.75
15-11-2016,Toby Gnade,California,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.79,1,381.3
15-11-2016,Toby Gnade,California,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.14,7,13.35
15-11-2016,Anna Häberlin,California,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.38,2,27.1
15-11-2016,Odella Nelson,North Carolina,Furniture,Tables,Hon Racetrack Conference Tables,630.02,4,-199.51
16-11-2016,Ruben Dartt,New Mexico,Office Supplies,Envelopes,Staple envelope,28.4,5,13.35
16-11-2016,Ionia McGrath,California,Office Supplies,Binders,Round Ring Binders,8.32,5,2.81
17-11-2016,Maribeth Schnelling,New Mexico,Office Supplies,Binders,Avery Non-Stick Binders,10.78,3,3.37
17-11-2016,Barry Gonzalez,Texas,Technology,Phones,Apple EarPods with Remote and Mic,67.18,3,6.72
17-11-2016,Barry Gonzalez,Texas,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.23,4,5.52
17-11-2016,Heather Jas,California,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,49.5,5,13.37
18-11-2016,Arthur Wiediger,Oklahoma,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,55.9
18-11-2016,Steve Nguyen,Texas,Office Supplies,Art,4009 Highlighters by Sanford,6.37,2,1.03
18-11-2016,Steve Nguyen,Texas,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48.85,2,15.88
18-11-2016,Steve Nguyen,Texas,Office Supplies,Paper,Xerox 1881,19.65,2,6.63
18-11-2016,Steve Nguyen,Texas,Furniture,Chairs,"Global Value Steno Chair, Gray",255.11,6,-18.22
18-11-2016,Sean Braxton,Ohio,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,103.97,6,16.89
18-11-2016,Tracy Collins,California,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,61.19,1,6.12
18-11-2016,Tracy Collins,California,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.84,1,18.32
18-11-2016,Ashley Jarboe,Michigan,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,33.22
18-11-2016,Karen Carlisle,Alabama,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,4,527.98
18-11-2016,Patrick Gardner,California,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595,5,95.2
18-11-2016,Bobby Elias,California,Office Supplies,Binders,Recycled Premium Regency Composition Covers,61.12,5,22.16
19-11-2016,Doug Jacobs,New York,Office Supplies,Binders,Avery Hanging File Binders,14.35,3,4.66
19-11-2016,Doug Jacobs,New York,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,2.6
19-11-2016,Doug Jacobs,New York,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,4,18.52
19-11-2016,Eric Hoffmann,Texas,Office Supplies,Storage,"Tennsco Lockers, Gray",100.7,6,-16.36
19-11-2016,Eric Hoffmann,Texas,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.33,2,-0.76
19-11-2016,Eric Hoffmann,Texas,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,-17.25
19-11-2016,Eric Hoffmann,Texas,Office Supplies,Fasteners,Staples,58.37,12,21.89
19-11-2016,Eric Hoffmann,Texas,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.97,3,13.83
19-11-2016,Eric Hoffmann,Texas,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,25.19
19-11-2016,Eric Hoffmann,Texas,Office Supplies,Paper,Xerox 1905,10.37,2,3.63
19-11-2016,Eric Hoffmann,Texas,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.19,2,-2.03
19-11-2016,Nora Pelletier,New York,Office Supplies,Art,Newell 340,17.28,6,5.01
19-11-2016,Nora Pelletier,New York,Office Supplies,Binders,GBC Plastic Binding Combs,17.71,3,6.42
19-11-2016,Tim Taslimi,Indiana,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,54.96,3,15.94
19-11-2016,Liz Thompson,North Carolina,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,18.48,2,6.01
19-11-2016,Natalie DeCherney,New York,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,8.74,2,2.27
19-11-2016,Natalie DeCherney,New York,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5,20.59
19-11-2016,Janet Molinari,Washington,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2,1.6
20-11-2016,Nora Paige,Oklahoma,Office Supplies,Labels,Avery 519,14.62,2,6.87
20-11-2016,Nora Paige,Oklahoma,Technology,Phones,Avaya 5420 Digital phone,944.93,7,236.23
20-11-2016,Nick Zandusky,Ohio,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.1,7,6.68
20-11-2016,Nick Zandusky,Ohio,Office Supplies,Labels,Avery 512,18.5,8,6.24
20-11-2016,Nick Zandusky,Ohio,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.98,2,54.4
20-11-2016,Nick Zandusky,Ohio,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,-48.7
20-11-2016,Allen Goldenen,Ohio,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.7,3,5.1
20-11-2016,Allen Goldenen,Ohio,Office Supplies,Binders,Acco 3-Hole Punch,2.63,2,-1.93
20-11-2016,Allen Goldenen,Ohio,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,14.43,3,-10.58
20-11-2016,David Wiener,Texas,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,-77.33
20-11-2016,David Wiener,Texas,Technology,Phones,Samsung HM1900 Bluetooth Headset,122.92,7,46.1
20-11-2016,David Wiener,Texas,Furniture,Furnishings,Eldon Wave Desk Accessories,7.07,3,-2.83
20-11-2016,Barbara Fisher,Indiana,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",9.08,2,4.09
20-11-2016,Barbara Fisher,Indiana,Office Supplies,Paper,Xerox 189,314.55,3,150.98
20-11-2016,Barbara Fisher,Indiana,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,1,2.31
20-11-2016,Erica Hackney,Texas,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,151.19,1,13.23
20-11-2016,Matt Connell,California,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39,12,11.31
20-11-2016,Shirley Jackson,Delaware,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.4,3,62.92
20-11-2016,Frank Atkinson,Florida,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,289.57,2,10.86
20-11-2016,Frank Atkinson,Florida,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,39.72,5,4.47
20-11-2016,Frank Atkinson,Florida,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,244.77,4,24.48
20-11-2016,Brendan Murry,California,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,27.88,2,3.9
21-11-2016,Justin Hirsh,Oregon,Furniture,Chairs,Novimex Fabric Task Chair,195.14,4,-12.2
21-11-2016,Denise Monton,Iowa,Office Supplies,Paper,Xerox 1987,40.46,7,19.83
21-11-2016,Denise Monton,Iowa,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,404.94,3,109.33
21-11-2016,Chloris Kastensmidt,Ohio,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,30.35,7,-24.28
21-11-2016,Chloris Kastensmidt,Ohio,Furniture,Chairs,"Global Value Steno Chair, Gray",127.55,3,-9.11
21-11-2016,Chloris Kastensmidt,Ohio,Furniture,Furnishings,"Computer Room Manger, 14""",77.95,3,15.59
21-11-2016,Roger Demir,Illinois,Office Supplies,Paper,Xerox 1910,38.43,1,13.45
21-11-2016,Roger Demir,Illinois,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",21.57,2,1.62
21-11-2016,Roger Demir,Illinois,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,81.58,3,2.04
21-11-2016,Mike Vittorini,New York,Office Supplies,Paper,Xerox 1975,12.96,2,6.35
21-11-2016,Julie Kriz,New York,Furniture,Bookcases,"Hon Metal Bookcases, Putty",113.57,2,12.78
21-11-2016,Tiffany House,California,Office Supplies,Paper,Xerox 222,32.4,5,15.55
22-11-2016,Todd Boyes,New York,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,11.17
22-11-2016,Todd Boyes,New York,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.19,4,4.11
22-11-2016,Todd Boyes,New York,Office Supplies,Art,BIC Liqua Brite Liner,20.82,3,7.5
22-11-2016,Rob Dowd,Michigan,Office Supplies,Binders,Ibico Standard Transparent Covers,49.44,3,24.23
22-11-2016,Jeremy Ellison,Texas,Office Supplies,Binders,Wilson Jones Impact Binders,6.22,6,-9.63
22-11-2016,Jeremy Ellison,Texas,Office Supplies,Art,Newell 348,23.62,9,2.66
22-11-2016,Jeremy Ellison,Texas,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,24.03,2,-0.6
22-11-2016,Jeremy Ellison,Texas,Office Supplies,Labels,Avery 494,2.09,1,0.68
22-11-2016,Jeremy Ellison,Texas,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,4.49,6,-6.73
22-11-2016,Cathy Armstrong,New York,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,134.27,8,47
23-11-2016,Luke Schmidt,Pennsylvania,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8,5,2.37
23-11-2016,Luke Schmidt,Pennsylvania,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.37,2,3.95
23-11-2016,Luke Schmidt,Pennsylvania,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.45,7,12.33
